CompanyID,CompanyName,Industry,Region,Year,Revenue,ProfitMargin,MarketCap,GrowthRate,ESG_Overall,ESG_Environmental,ESG_Social,ESG_Governance,CarbonEmissions,WaterUsage,EnergyConsumption,CarbonIntensity,EnergyIntensity,WaterIntensity,ESG_Avg,ESG_Std,Profit_Growth,Size,Efficiency,Year_norm,Revenue_growth_company,ESG_Class,Industry_enc,Region_enc,ESG_Class5
3,Company_3,Transportation,Latin America,2023,6.031165913959534,8.1,6.214007918350159,6.6,32.3,20.2,43.8,32.9,12.48231364277136,10.69057351842326,13.68628382982009,1.378082666,1.459103142,1.318373657,54.66666667,40.34183106,77.81,18.68733087,2.933900808,1.0,0.003572935,1.0,7,3,1
3,Company_3,Transportation,Latin America,2024,6.084499413075172,10.3,6.607190580699342,5.5,32.1,23.4,41.5,31.5,12.51489028005515,10.72314843422391,13.71886066113973,1.373739817,1.45422408,1.314425876,55.93333333,40.48028327,138.06,19.02402805,2.717089072,2.0,0.006662028,1.0,7,3,1
3,Company_3,Transportation,Latin America,2025,6.175451383220998,11.6,6.929223185597378,9.5,34.3,24.4,43.7,34.9,12.59893534246033,10.8071934262356,13.80290575010229,1.370546324,1.450253833,1.311804861,55.56666667,40.30698864,229.68,19.06337669,3.001348112,3.0,0.009746033,1.0,7,3,1
4,Company_4,Technology,Africa,2015,8.524704907700077,21.2,10.05162303442289,9.194736842105264,54.2,97.6,46.2,18.9,11.77642446999145,11.26560320024684,12.46956780875208,1.366421414,1.445329256,1.30826928,55.96666667,40.02278518,259.44,19.44635096,3.21030084,4.0,0.01013458,1.0,6,0,2
4,Company_4,Technology,Africa,2016,8.555163122667865,25.1,10.1321677483081,3.1,54.6,98.9,45.2,19.9,11.78972200440359,11.27890168808474,12.48286539391261,1.369117166,1.448605669,1.310537122,58.43333333,38.35887555,-189.72,19.28041467,3.509153225,5.0,-0.007305265,1.0,6,0,2
4,Company_4,Technology,Africa,2017,8.61215785699194,23.4,10.41187019465098,5.9,55.9,100.0,47.4,20.4,11.83086415438664,11.32004313904356,12.52400733287788,1.371543636,1.451554911,1.312578369,59.96666667,37.83547718,-161.7,19.19729213,3.393713931,6.0,-0.006534009,1.0,6,0,2
4,Company_4,Technology,Africa,2018,8.696092231408862,26.1,10.36728445987234,8.8,55.6,99.7,46.3,20.7,11.91839723972284,11.40757606036179,12.61154108696612,1.372087996,1.45221672,1.313036178,60.46666667,38.77374541,-33.93,19.1231506,3.017209531,7.0,-0.001465816,1.0,6,0,2
4,Company_4,Technology,Africa,2019,8.784223476137146,28.2,10.66212748630937,9.2,56.0,100.0,46.1,21.8,12.00295106020075,11.49212972470057,12.69609517770244,1.371102029,1.451018247,1.31220668,62.63333333,38.12116647,60.95,19.13024863,3.055326983,8.0,0.002658736,1.0,6,0,2
4,Company_4,Technology,Africa,2020,8.72005239942774,30.6,10.56036226958056,-6.2,58.4,100.0,50.9,24.4,11.93877342416905,11.42795237290215,12.63191733864541,1.36625813,1.445130707,1.308131916,63.46666667,37.21791683,317.2,19.5125765,2.958528982,9.0,0.013233036,1.0,6,0,2
4,Company_4,Technology,Africa,2021,8.66307549653729,29.4,10.53421662895126,-5.5,60.0,100.0,55.1,24.8,11.88178606135044,11.37096550873149,12.57492978429539,1.359801135,1.437282702,1.30270012,64.13333333,36.5164803,391.59,19.60086868,2.559822716,10.0,0.017953813,1.0,6,0,3
4,Company_4,Technology,Africa,2022,8.650377023648645,26.1,10.47277357552447,-1.3,60.5,100.0,58.9,22.5,11.86907847272396,11.35825798495809,12.56222215145053,1.331264591,1.447517858,1.243324718,42.53333333,29.43761766,-47.52,17.01696134,2.233017689,1.0,-0.003461144,0.0,6,0,3
4,Company_4,Technology,Africa,2023,8.673376090600497,26.5,10.45687254072088,2.3,62.6,100.0,64.1,23.8,11.89208355804138,11.38126204089135,12.58522697418854,1.332043021,1.448831538,1.243697508,44.33333333,28.29846875,-71.64,17.03181497,2.536462399,2.0,-0.004585086,0.0,6,0,3
4,Company_4,Technology,Africa,2024,8.788151192950565,26.0,10.72442530369001,12.2,63.5,100.0,64.8,25.6,12.00688301940982,11.49606105687723,12.7000271489317,1.327439576,1.443087659,1.23995665,45.43333333,28.72287126,183.06,16.82793273,2.852472978,3.0,0.009862516,0.0,6,0,3
4,Company_4,Technology,Africa,2025,8.945932019784118,22.9,10.65493665954286,17.1,64.1,100.0,65.4,27.0,12.16468851387377,11.65386671169258,12.85783334936309,1.32603011,1.441742075,1.238499792,46.03333333,28.67443693,-8.52,17.25701797,2.68987205,4.0,-0.00054998,0.0,6,0,3
5,Company_5,Finance,Middle East,2015,7.909085444843693,16.1,8.265006954649296,5.065486725663717,43.5,71.9,19.1,39.4,10.54259292816947,9.849469496723875,11.45886729921451,1.321199867,1.434536427,1.235465294,46.83333333,26.76440422,349.33,17.30159038,2.387265879,5.0,0.020959553,0.0,2,4,1
5,Company_5,Finance,Middle East,2016,7.881710963050691,17.6,9.135250379336604,-2.7,42.5,74.2,16.0,37.4,10.49264272504885,9.79952605779201,11.40891736771556,1.318858432,1.432739017,1.232713119,47.5,28.41196931,-73.34,17.12711735,2.398725086,6.0,-0.004777208,0.0,2,4,1
5,Company_5,Finance,Middle East,2017,7.845572641400572,19.9,9.186242332592125,-3.6,44.3,74.7,18.7,39.6,10.45064028393711,9.757519139807922,11.36691307920906,1.319357593,1.433356293,1.233122684,47.66666667,28.43243453,-16.08,17.207272,2.500744064,7.0,-0.001035675,0.0,2,4,1
5,Company_5,Finance,Middle East,2018,7.922949726170748,22.6,8.904983007844393,8.1,45.4,75.8,18.7,41.8,10.51723702569846,9.824114204125022,11.43351097659229,1.319531337,1.432702062,1.23392262,45.93333333,28.53354751,133.59,16.86714004,2.70489869,8.0,0.007317318,0.0,2,4,2
5,Company_5,Finance,Middle East,2019,7.918592262578212,21.3,9.3384257117394,-0.4,46.0,77.0,20.4,40.7,10.5002917701548,9.807174870394212,11.41656763657371,1.31428002,1.427448737,1.228672714,47.36666667,30.63173735,0.0,17.2727063,2.778963683,9.0,1.50491e-05,0.0,2,4,2
5,Company_5,Finance,Middle East,2020,8.084562415235304,19.3,9.217027960126,18.1,46.8,75.5,22.5,42.5,10.68132278826249,9.988196280463082,11.59759927865299,1.313466632,1.427158165,1.227463659,48.03333333,31.96393801,-82.88,16.86552221,2.779395011,10.0,-0.004598943,0.0,2,4,2
5,Company_5,Finance,Middle East,2021,8.045940782769973,19.3,9.081176570382004,-3.8,47.5,78.5,22.7,41.3,10.61145684091538,9.918336755386331,11.5277332860231,1.787188269,1.940486339,1.559049552,68.4,10.90825376,-10.1,17.23741174,-0.127326916,1.0,0.012355073,1.0,2,4,2
5,Company_5,Finance,Middle East,2022,8.037607803386303,20.1,9.169664200156614,-0.8,47.6,78.4,22.3,42.3,10.60447888711912,9.911356510914825,11.52075572828537,1.785062933,1.938866264,1.556172355,68.7,7.831347266,10.4,16.08260509,-0.510986321,2.0,-0.003285134,1.0,2,4,2
5,Company_5,Finance,Middle East,2023,8.096421533490684,21.9,8.770718507216523,6.1,45.9,76.5,20.0,41.3,10.68348192994221,9.990357669549036,11.59975982629351,1.786870464,1.940962164,1.557550759,66.86666667,6.57292426,12.3,15.18904328,-1.04948595,3.0,-0.001871384,1.0,2,4,2
5,Company_5,Finance,Middle East,2024,8.09654337698287,22.5,9.176162920174596,0.0,47.4,80.4,19.9,41.8,10.64112519057042,9.94800192184277,11.55740061857184,1.77923321,1.932348196,1.551366977,68.73333333,5.870547959,-43.35,16.86240165,-1.080986243,4.0,0.006378929,1.0,2,4,2
5,Company_5,Finance,Middle East,2025,8.059307838360741,22.4,8.806214366869249,-3.7,48.0,82.1,18.7,43.3,10.5856319235815,9.892507491692966,11.50190698384762,1.778622162,1.932005347,1.550356817,70.53333333,5.680082159,15.96,17.08468841,-1.452332754,5.0,-0.001748525,1.0,2,4,2
6,Company_6,Transportation,Oceania,2015,7.757948942481367,0.8,5.551796117658319,4.273846153846153,69.1,56.9,76.8,73.7,13.93378342918718,12.14202840221719,15.13775561159541,1.782153871,1.936291878,1.552765265,70.8,5.8403767,32.3,16.74043658,-1.088208755,6.0,-0.004897103,1.0,7,6,3
6,Company_6,Transportation,Oceania,2016,7.85379896900564,-1.0,9.383612775068167,10.1,68.4,56.1,76.9,72.2,14.03621738287062,12.2444617630036,15.24018960979113,1.766472163,1.91851169,1.540206426,72.5,4.313930922,-90.06,17.36540025,-0.997624569,7.0,0.013802237,1.0,7,6,3
6,Company_6,Transportation,Oceania,2017,7.82799819069472,-4.0,8.254606902303099,-2.6,68.7,60.3,75.8,70.0,13.97346940607691,12.18171437704058,15.17744160414437,1.758124869,1.908436117,1.534431167,71.66666667,3.821430797,-93.1,16.50909432,-1.223491824,8.0,0.011498049,1.0,7,6,3
6,Company_6,Transportation,Oceania,2018,7.813349001307957,-8.2,7.375694278345656,-1.5,66.9,60.0,73.1,67.5,13.961442556767,12.16968766787574,15.16541478206774,1.762440539,1.91222448,1.539531553,69.53333333,6.82519841,-24.94,15.73522674,-1.069909902,9.0,0.00352048,1.0,7,6,3
6,Company_6,Transportation,Oceania,2019,7.863189797973919,-8.5,8.999211850240178,5.1,68.7,62.3,73.8,70.1,13.99044842226899,12.1986929826769,15.19442062214814,1.749446405,1.898065299,1.52827124,73.06666667,4.623130253,-65.0,17.07427081,-1.234404609,10.0,0.007839141,1.0,7,6,3
6,Company_6,Transportation,Oceania,2020,7.849440815876235,-11.4,9.235247595682283,-1.4,70.5,64.0,74.3,73.3,13.96118939572069,12.16943407577339,15.16516162951918,1.496336833,1.577564393,1.496336833,52.36666667,18.03589015,80.1,17.27044886,1.054681553,1.0,0.010122902,0.0,7,6,3
6,Company_6,Transportation,Oceania,2021,7.811001297335483,-8.5,8.929435283803425,-3.8,70.8,64.2,75.3,72.9,13.92040619558305,12.12865149856159,15.12437836961584,1.488867121,1.569888763,1.488867121,53.86666667,21.07233574,14.08,17.51066979,0.748094681,2.0,0.002541243,0.0,7,6,3
6,Company_6,Transportation,Oceania,2022,7.918810587300715,-7.9,9.446589666628844,11.4,72.5,68.4,77.0,72.1,13.98835846444151,12.19660294915375,15.19233067988138,1.487620582,1.568411426,1.487620582,53.43333333,21.21469616,10.75,16.44623278,0.501194095,3.0,0.002857214,0.0,7,6,3
6,Company_6,Transportation,Oceania,2023,8.009861456904503,-9.8,8.499232866039245,9.5,71.7,68.1,75.7,71.2,14.0823366230098,12.29058105938605,15.28630889892928,1.485562587,1.566176579,1.485562587,54.4,21.13835377,2.47,15.74352682,0.151192138,4.0,0.00219362,0.0,7,6,3
6,Company_6,Transportation,Oceania,2024,8.038060014382737,-8.6,7.697166729512147,2.9,69.5,62.2,75.7,70.7,14.16660282773565,12.37484701887866,15.37057513227912,1.478181616,1.55752067,1.478181616,53.93333333,21.35095626,51.8,17.16427705,0.400617848,5.0,0.016069948,0.0,7,6,3
6,Company_6,Transportation,Oceania,2025,8.101071503119543,-10.0,8.973199311018119,6.5,73.1,68.2,77.4,73.6,14.17239042090567,12.38063459092517,15.37636270733761,1.476380932,1.555369904,1.476380932,53.26666667,22.32696427,-8.97,18.73883823,-0.262101541,6.0,0.004431932,0.0,7,6,3
7,Company_7,Healthcare,Oceania,2015,8.447864549278915,6.2,8.433550678879586,7.130495867768596,53.0,74.6,37.1,47.5,12.66401729415765,12.66401729415765,13.35716289326012,1.473441616,1.55254766,1.473441616,53.83333333,24.07702916,2.86,18.58719741,-0.251077375,7.0,-0.001479835,0.0,3,6,2
7,Company_7,Healthcare,Oceania,2016,8.533381451612762,9.0,8.737067404262776,8.9,52.4,72.7,38.3,46.1,12.76881297556735,12.76881297556735,13.46195873201152,1.47591065,1.555562953,1.47591065,53.66666667,24.60596134,9.86,17.94163594,-0.195354142,8.0,-0.00685835,0.0,3,6,2
7,Company_7,Healthcare,Oceania,2017,8.555066843844319,6.4,8.955602949070794,2.2,53.9,77.8,38.1,45.7,12.73735773964724,12.73735773964724,13.43050330362101,1.474899596,1.554446464,1.474899596,55.83333333,22.87560564,-4.32,18.93294558,-0.413143442,9.0,0.001325648,1.0,3,6,2
7,Company_7,Healthcare,Oceania,2018,8.579510497481099,4.3,7.866722285136729,2.5,53.4,77.7,38.4,44.2,12.76305640127725,12.76305640127725,13.45620229273358,1.464229569,1.543255769,1.464229569,58.43333333,25.35908779,0.59,12.43465259,0.01140109,10.0,0.00658853,1.0,3,6,2
7,Company_7,Healthcare,Oceania,2019,8.598330684209177,1.3,7.145196134997171,1.9,54.4,78.5,39.0,45.7,12.77335837270746,12.77335837270746,13.46650413561012,1.479295221,1.557100564,1.479295221,75.56666667,12.35570044,44.72,18.6896686,1.167395326,1.0,0.004741489,1.0,3,6,2
7,Company_7,Healthcare,Oceania,2020,8.736505412549405,3.5,8.427771639559914,14.8,53.9,78.3,38.5,45.0,12.91414168926259,12.91414168926259,13.60728776148439,1.478867615,1.557057942,1.478867615,76.86666667,13.53119852,-46.01,18.41255761,1.207012901,2.0,-0.004923485,1.0,3,6,2
7,Company_7,Healthcare,Oceania,2021,8.775225007444668,-2.3,9.963613226369306,3.9,53.3,78.0,34.6,47.2,12.95557487565272,12.95557487565272,13.64872087470761,1.48232379,1.560665581,1.48232379,76.63333333,14.03293744,-13.94,17.98475744,0.926792522,3.0,-0.00193353,1.0,3,6,2
7,Company_7,Healthcare,Oceania,2022,8.762239124782154,-2.2,9.824958282371409,-1.3,53.9,80.9,34.8,45.8,12.91064777759528,12.91064777759528,13.60379384593787,1.487021768,1.565711146,1.487021768,76.96666667,18.9431606,-36.86,17.80013822,1.101191785,4.0,-0.004417075,1.0,3,6,2
7,Company_7,Healthcare,Oceania,2023,8.702144620396208,-1.7,9.239491324067869,-5.8,53.7,81.6,35.2,44.2,12.84358792301013,12.84358792301013,13.53673378205863,1.483193733,1.561801974,1.483193733,78.46666667,17.16430404,7.83,17.68337778,0.986648791,5.0,0.001031845,1.0,3,6,2
7,Company_7,Healthcare,Oceania,2024,8.713680603683091,-3.6,10.21926497826943,1.2,55.8,81.9,39.1,46.5,12.85180400457902,12.85180400457902,13.5449500055106,1.481703282,1.560795061,1.481703282,78.23333333,15.22673088,-52.52,18.06803202,1.152465626,6.0,-0.006113645,1.0,3,6,2
7,Company_7,Healthcare,Oceania,2025,8.771090946699413,0.1,3.663561646129646,5.9,58.4,87.6,41.6,46.1,12.84289071534211,12.84289071534211,13.53603670571231,1.478751348,1.557584961,1.478751348,79.6,14.02747304,29.87,17.85295491,1.171450379,7.0,0.003274871,1.0,3,6,2
8,Company_8,Healthcare,Europe,2015,8.866680365114945,10.6,9.60439394886437,7.130495867768596,74.4,69.4,87.8,66.1,13.13506635189901,13.13506635189901,13.8282125450811,1.476709985,1.555241412,1.476709985,79.6,13.98141624,37.74,18.02330409,1.257597566,8.0,0.003848012,1.0,3,2,3
8,Company_8,Healthcare,Europe,2016,8.908721633785529,10.4,9.780946967668449,4.3,75.5,69.3,89.8,67.6,13.17862933757038,13.17862933757038,13.87177547831333,1.470694728,1.548772902,1.470694728,81.43333333,12.27368459,72.61,18.64983046,1.543211407,9.0,0.005805143,1.0,3,2,4
8,Company_8,Healthcare,Europe,2017,8.86485968079703,10.7,9.547697930869669,-4.3,76.8,71.8,92.2,66.6,13.10995389732075,13.10995389732075,13.80310016664216,1.472298077,1.550439584,1.472298077,81.53333333,14.37231134,-6.02,18.1187353,0.969517019,10.0,-0.000810477,1.0,3,2,4
8,Company_8,Healthcare,Europe,2018,8.847719212859909,8.2,9.137038228901131,-1.7,76.6,69.5,92.8,67.6,13.1151846720462,13.1151846720462,13.8083308454011,1.514142518,1.606874577,1.44580266,58.8,20.36492082,176.54,15.82586818,1.297718109,1.0,0.022897849,1.0,3,2,4
8,Company_8,Healthcare,Europe,2019,8.808638175228547,9.7,8.991500048481807,-3.8,77.0,67.2,98.8,64.9,13.09863671313563,13.09863671313563,13.79178297208581,1.503674823,1.594364571,1.436839952,60.2,20.66397832,279.99,16.62922498,2.001830789,2.0,0.022522085,1.0,3,2,4
8,Company_8,Healthcare,Europe,2020,8.817727321231821,8.7,8.865650462582478,0.9,78.5,70.2,98.2,67.0,13.07839790566585,13.07839790566585,13.77154393678423,1.486627116,1.574878942,1.421588915,63.53333333,20.8289062,331.35,16.4746199,1.79522965,3.0,0.027625882,1.0,3,2,4
8,Company_8,Healthcare,Europe,2021,8.763818866877651,10.1,9.304213155585025,-5.2,78.2,74.1,95.1,65.5,12.98537917353898,12.98537917353898,13.67852520728824,1.473731506,1.559580718,1.410463726,63.3,21.7414351,275.52,17.11202018,1.38717489,4.0,0.027987192,1.0,3,2,4
8,Company_8,Healthcare,Europe,2022,8.792519241658434,10.3,9.060435665233715,2.9,79.6,75.2,95.3,68.3,13.00194968460162,13.00194968460162,13.69509573719754,1.468018488,1.552705571,1.405607239,63.1,22.55393536,118.17,17.45934674,1.234000034,5.0,0.013723229,1.0,3,2,4
8,Company_8,Healthcare,Europe,2023,8.826352958044248,11.1,9.196951134857168,3.4,79.6,75.4,95.2,68.2,13.0339635460488,13.0339635460488,13.72710963418333,1.456593885,1.539214008,1.395705952,63.76666667,22.50896118,192.95,17.2445918,1.013166199,6.0,0.025019272,1.0,3,2,4
8,Company_8,Healthcare,Europe,2024,8.877591196155095,13.7,9.772239265926174,5.3,81.4,78.2,95.0,71.1,13.0562265663483,13.0562265663483,13.7493726785348,1.449880543,1.53191174,1.389426504,65.3,20.20569227,41.54,17.49546028,0.792920942,7.0,0.007179045,1.0,3,2,4
8,Company_8,Healthcare,Europe,2025,8.870396114861592,8.6,9.248339185067394,-0.7,81.6,77.1,97.6,69.9,13.0598671427127,13.0598671427127,13.75301325878162,1.443880652,1.525067977,1.384048613,63.26666667,17.91126275,40.48,17.09843071,0.515367106,8.0,0.010394716,1.0,3,2,4
9,Company_9,Technology,North America,2015,7.307336443931327,11.9,8.425077902508432,9.194736842105264,59.8,37.8,77.7,63.7,11.15170161901837,10.64088604079456,11.84484234167648,1.436286738,1.516187892,1.37740247,63.2,18.17498281,92.61,17.34162967,0.726221921,9.0,0.016097107,1.0,6,5,2
9,Company_9,Technology,North America,2016,7.474658732967832,9.7,8.351209442829902,18.2,58.8,38.0,78.7,59.7,11.31769859165023,10.80688147695521,12.01083908646076,1.426579812,1.505172032,1.368660153,63.53333333,17.43597813,69.75,17.51165514,0.510231992,10.0,0.016655075,1.0,6,5,2
